Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp
Bình Phước,70,Bù Đăng,696,Đường 10,25398,Xã
Bình Phước,70,Bù Đăng,696,Đak Nhau,25399,Xã
Bình Phước,70,Bù Đăng,696,Phú Sơn,25400,Xã
Bình Phước,70,Bù Đăng,696,Thọ Sơn,25402,Xã
Bình Phước,70,Bù Đăng,696,Bình Minh,25404,Xã
Bình Phước,70,Bù Đăng,696,Bom Bo,25405,Xã
Bình Phước,70,Bù Đăng,696,Minh Hưng,25408,Xã
Bình Phước,70,Bù Đăng,696,Đoàn Kết,25411,Xã
Bình Phước,70,Bù Đăng,696,Đồng Nai,25414,Xã
Bình Phước,70,Bù Đăng,696,Đức Liễu,25417,Xã
Bình Phước,70,Bù Đăng,696,Thống Nhất,25420,Xã
Bình Phước,70,Bù Đăng,696,Nghĩa Trung,25423,Xã
Bình Phước,70,Bù Đăng,696,Nghĩa Bình,25424,Xã
Bình Phước,70,Bù Đăng,696,Đăng Hà,25426,Xã
Bình Phước,70,Bù Đăng,696,Phước Sơn,25429,Xã
Bình Phước,70,Chơn Thành,697,Chơn Thành,25432,Thị trấn
Bình Phước,70,Chơn Thành,697,Thành Tâm,25433,Xã
Bình Phước,70,Chơn Thành,697,Minh Lập,25435,Xã
Bình Phước,70,Chơn Thành,697,Quang Minh,25439,Xã
Bình Phước,70,Chơn Thành,697,Minh Hưng,25441,Xã
Bình Phước,70,Chơn Thành,697,Minh Long,25444,Xã
Bình Phước,70,Chơn Thành,697,Minh Thành,25447,Xã
Bình Phước,70,Chơn Thành,697,Nha Bích,25450,Xã
Bình Phước,70,Chơn Thành,697,Minh Thắng,25453,Xã
Bình Phước,70,Phú Riềng,698,Long Bình,25240,Xã
Bình Phước,70,Phú Riềng,698,Bình Tân,25243,Xã
Bình Phước,70,Phú Riềng,698,Bình Sơn,25244,Xã
Bình Phước,70,Phú Riềng,698,Long Hưng,25246,Xã
Bình Phước,70,Phú Riềng,698,Phước Tân,25250,Xã
Bình Phước,70,Phú Riềng,698,Bù Nho,25252,Xã
Bình Phước,70,Phú Riềng,698,Long Hà,25255,Xã
Bình Phước,70,Phú Riềng,698,Long Tân,25258,Xã
Bình Phước,70,Phú Riềng,698,Phú Trung,25261,Xã
Bình Phước,70,Phú Riềng,698,Phú Riềng,25264,Xã
Tây Ninh,72,Tây Ninh,703,1,25456,Phường
Tây Ninh,72,Tây Ninh,703,3,25459,Phường
Tây Ninh,72,Tây Ninh,703,4,25462,Phường
Tây Ninh,72,Tây Ninh,703,Hiệp Ninh,25465,Phường
Tây Ninh,72,Tây Ninh,703,2,25468,Phường
Tây Ninh,72,Tây Ninh,703,Thạnh Tân,25471,Xã
Tây Ninh,72,Tây Ninh,703,Tân Bình,25474,Xã
Tây Ninh,72,Tây Ninh,703,Bình Minh,25477,Xã
Tây Ninh,72,Tây Ninh,703,Ninh Sơn,25480,Phường
Tây Ninh,72,Tây Ninh,703,Ninh Thạnh,25483,Phường
Tây Ninh,72,Tân Biên,705,Tân Biên,25486,Thị trấn
Tây Ninh,72,Tân Biên,705,Tân Lập,25489,Xã
Tây Ninh,72,Tân Biên,705,Thạnh Bắc,25492,Xã
Tây Ninh,72,Tân Biên,705,Tân Bình,25495,Xã
Tây Ninh,72,Tân Biên,705,Thạnh Bình,25498,Xã
Tây Ninh,72,Tân Biên,705,Thạnh Tây,25501,Xã
Tây Ninh,72,Tân Biên,705,Hòa Hiệp,25504,Xã
Tây Ninh,72,Tân Biên,705,Tân Phong,25507,Xã
Tây Ninh,72,Tân Biên,705,Mỏ Công,25510,Xã
Tây Ninh,72,Tân Biên,705,Trà Vong,25513,Xã
Tây Ninh,72,Tân Châu,706,Tân Châu,25516,Thị trấn
Tây Ninh,72,Tân Châu,706,Tân Hà,25519,Xã
Tây Ninh,72,Tân Châu,706,Tân Đông,25522,Xã
Tây Ninh,72,Tân Châu,706,Tân Hội,25525,Xã
Tây Ninh,72,Tân Châu,706,Tân Hòa,25528,Xã
Tây Ninh,72,Tân Châu,706,Suối Ngô,25531,Xã
Tây Ninh,72,Tân Châu,706,Suối Dây,25534,Xã
Tây Ninh,72,Tân Châu,706,Tân Hiệp,25537,Xã
Tây Ninh,72,Tân Châu,706,Thạnh Đông,25540,Xã
Tây Ninh,72,Tân Châu,706,Tân Thành,25543,Xã
Tây Ninh,72,Tân Châu,706,Tân Phú,25546,Xã
Tây Ninh,72,Tân Châu,706,Tân Hưng,25549,Xã
Tây Ninh,72,Dương Minh Châu,707,Dương Minh Châu,25552,Thị trấn
Tây Ninh,72,Dương Minh Châu,707,Suối Đá,25555,Xã
Tây Ninh,72,Dương Minh Châu,707,Phan,25558,Xã
Tây Ninh,72,Dương Minh Châu,707,Phước Ninh,25561,Xã
Tây Ninh,72,Dương Minh Châu,707,Phước Minh,25564,Xã
Tây Ninh,72,Dương Minh Châu,707,Bàu Năng,25567,Xã
Tây Ninh,72,Dương Minh Châu,707,Chà Là,25570,Xã
Tây Ninh,72,Dương Minh Châu,707,Cầu Khởi,25573,Xã
Tây Ninh,72,Dương Minh Châu,707,Bến Củi,25576,Xã
Tây Ninh,72,Dương Minh Châu,707,Lộc Ninh,25579,Xã
Tây Ninh,72,Dương Minh Châu,707,Truông Mít,25582,Xã
Tây Ninh,72,Châu Thành,708,Châu Thành,25585,Thị trấn
Tây Ninh,72,Châu Thành,708,Hảo Đước,25588,Xã
Tây Ninh,72,Châu Thành,708,Phước Vinh,25591,Xã
Tây Ninh,72,Châu Thành,708,Đồng Khởi,25594,Xã
Tây Ninh,72,Châu Thành,708,Thái Bình,25597,Xã
Tây Ninh,72,Châu Thành,708,An Cơ,25600,Xã
Tây Ninh,72,Châu Thành,708,Biên Giới,25603,Xã
Tây Ninh,72,Châu Thành,708,Hòa Thạnh,25606,Xã
Tây Ninh,72,Châu Thành,708,Trí Bình,25609,Xã
Tây Ninh,72,Châu Thành,708,Hòa Hội,25612,Xã
Tây Ninh,72,Châu Thành,708,An Bình,25615,Xã
Tây Ninh,72,Châu Thành,708,Thanh Điền,25618,Xã
Tây Ninh,72,Châu Thành,708,Thành Long,25621,Xã
Tây Ninh,72,Châu Thành,708,Ninh Điền,25624,Xã
Tây Ninh,72,Châu Thành,708,Long Vĩnh,25627,Xã
Tây Ninh,72,Hòa Thành,709,Hòa Thành,25630,Thị trấn
Tây Ninh,72,Hòa Thành,709,Hiệp Tân,25633,Xã
Tây Ninh,72,Hòa Thành,709,Long Thành Bắc,25636,Xã
Tây Ninh,72,Hòa Thành,709,Trường Hòa,25639,Xã
Tây Ninh,72,Hòa Thành,709,Trường Đông,25642,Xã
Tây Ninh,72,Hòa Thành,709,Long Thành Trung,25645,Xã
Tây Ninh,72,Hòa Thành,709,Trường Tây,25648,Xã
Tây Ninh,72,Hòa Thành,709,Long Thành Nam,25651,Xã
Tây Ninh,72,Gò Dầu,710,Gò Dầu,25654,Thị trấn
Tây Ninh,72,Gò Dầu,710,Thạnh Đức,25657,Xã
Tây Ninh,72,Gò Dầu,710,Cẩm Giang,25660,Xã
Tây Ninh,72,Gò Dầu,710,Hiệp Thạnh,25663,Xã
Tây Ninh,72,Gò Dầu,710,Bàu Đồn,25666,Xã
Tây Ninh,72,Gò Dầu,710,Phước Thạnh,25669,Xã
Tây Ninh,72,Gò Dầu,710,Phước Đông,25672,Xã
Tây Ninh,72,Gò Dầu,710,Phước Trạch,25675,Xã
Tây Ninh,72,Gò Dầu,710,Thanh Phước,25678,Xã
Tây Ninh,72,Bến Cầu,711,Bến Cầu,25681,Thị trấn
Tây Ninh,72,Bến Cầu,711,Long Chữ,25684,Xã
Tây Ninh,72,Bến Cầu,711,Long Phước,25687,Xã
Tây Ninh,72,Bến Cầu,711,Long Giang,25690,Xã
Tây Ninh,72,Bến Cầu,711,Tiên Thuận,25693,Xã
Tây Ninh,72,Bến Cầu,711,Long Khánh,25696,Xã
Tây Ninh,72,Bến Cầu,711,Lợi Thuận,25699,Xã
Tây Ninh,72,Bến Cầu,711,Long Thuận,25702,Xã
Tây Ninh,72,Bến Cầu,711,An Thạnh,25705,Xã
Tây Ninh,72,Trảng Bàng,712,Trảng Bàng,25708,Thị trấn
Tây Ninh,72,Trảng Bàng,712,Đôn Thuận,25711,Xã
Tây Ninh,72,Trảng Bàng,712,Hưng Thuận,25714,Xã
Tây Ninh,72,Trảng Bàng,712,Lộc Hưng,25717,Xã
Tây Ninh,72,Trảng Bàng,712,Gia Lộc,25720,Xã
Tây Ninh,72,Trảng Bàng,712,Gia Bình,25723,Xã
Tây Ninh,72,Trảng Bàng,712,Phước Lưu,25726,Xã
Tây Ninh,72,Trảng Bàng,712,Bình Thạnh,25729,Xã
Tây Ninh,72,Trảng Bàng,712,An Tịnh,25732,Xã
Tây Ninh,72,Trảng Bàng,712,An Hòa,25735,Xã
Tây Ninh,72,Trảng Bàng,712,Phước Chỉ,25738,Xã
Bình Dương,74,Thủ Dầu Một,718,Hiệp Thành,25741,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Lợi,25744,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Cường,25747,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Hòa,25750,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Thọ,25753,Phường
Bình Dương,74,Thủ Dầu Một,718,Chánh Nghĩa,25756,Phường
Bình Dương,74,Thủ Dầu Một,718,Định Hòa,25759,Phường
Bình Dương,74,Thủ Dầu Một,718,Hòa Phú,25760,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Mỹ,25762,Phường
Bình Dương,74,Thủ Dầu Một,718,Phú Tân,25763,Phường
Bình Dương,74,Thủ Dầu Một,718,Tân An,25765,Phường
Bình Dương,74,Thủ Dầu Một,718,Hiệp An,25768,Phường
Bình Dương,74,Thủ Dầu Một,718,Tương Bình Hiệp,25771,Phường
Bình Dương,74,Thủ Dầu Một,718,Chánh Mỹ,25774,Phường
Bình Dương,74,Bàu Bàng,719,Trừ Văn Thố,25816,Xã
Bình Dương,74,Bàu Bàng,719,Cây Trường II,25819,Xã
Bình Dương,74,Bàu Bàng,719,Lai Uyên,25822,Xã
Bình Dương,74,Bàu Bàng,719,Tân Hưng,25825,Xã
Bình Dương,74,Bàu Bàng,719,Long Nguyên,25828,Xã
Bình Dương,74,Bàu Bàng,719,Hưng Hòa,25831,Xã
Bình Dương,74,Bàu Bàng,719,Lai Hưng,25834,Xã
Bình Dương,74,Dầu Tiếng,720,Dầu Tiếng,25777,Thị trấn
Bình Dương,74,Dầu Tiếng,720,Minh Hòa,25780,Xã
Bình Dương,74,Dầu Tiếng,720,Minh Thạnh,25783,Xã
Bình Dương,74,Dầu Tiếng,720,Minh Tân,25786,Xã
Bình Dương,74,Dầu Tiếng,720,Định An,25789,Xã
Bình Dương,74,Dầu Tiếng,720,Long Hòa,25792,Xã
Bình Dương,74,Dầu Tiếng,720,Định Thành,25795,Xã
Bình Dương,74,Dầu Tiếng,720,Định Hiệp,25798,Xã
Bình Dương,74,Dầu Tiếng,720,An Lập,25801,Xã
Bình Dương,74,Dầu Tiếng,720,Long Tân,25804,Xã
Bình Dương,74,Dầu Tiếng,720,Thanh An,25807,Xã
Bình Dương,74,Dầu Tiếng,720,Thanh Tuyền,25810,Xã
Bình Dương,74,Bến Cát,721,Mỹ Phước,25813,Phường
Bình Dương,74,Bến Cát,721,Chánh Phú Hòa,25837,Phường
Bình Dương,74,Bến Cát,721,An Điền,25840,Xã
Bình Dương,74,Bến Cát,721,An Tây,25843,Xã
Bình Dương,74,Bến Cát,721,Thới Hòa,25846,Phường
Bình Dương,74,Bến Cát,721,Hòa Lợi,25849,Phường
Bình Dương,74,Bến Cát,721,Tân Định,25852,Phường
Bình Dương,74,Bến Cát,721,Phú An,25855,Xã
Bình Dương,74,Phú Giáo,722,Phước Vĩnh,25858,Thị trấn
Bình Dương,74,Phú Giáo,722,An Linh,25861,Xã
Bình Dương,74,Phú Giáo,722,Phước Sang,25864,Xã
Bình Dương,74,Phú Giáo,722,An Thái,25865,Xã
Bình Dương,74,Phú Giáo,722,An Long,25867,Xã
Bình Dương,74,Phú Giáo,722,An Bình,25870,Xã
Bình Dương,74,Phú Giáo,722,Tân Hiệp,25873,Xã
Bình Dương,74,Phú Giáo,722,Tam Lập,25876,Xã
Bình Dương,74,Phú Giáo,722,Tân Long,25879,Xã
Bình Dương,74,Phú Giáo,722,Vĩnh Hòa,25882,Xã
Bình Dương,74,Phú Giáo,722,Phước Hòa,25885,Xã
Bình Dương,74,Tân Uyên,723,Uyên Hưng,25888,Phường
Bình Dương,74,Tân Uyên,723,Tân Phước Khánh,25891,Phường
Bình Dương,74,Tân Uyên,723,Vĩnh Tân,25912,Xã
Bình Dương,74,Tân Uyên,723,Hội Nghĩa,25915,Xã
Bình Dương,74,Tân Uyên,723,Tân Hiệp,25920,Phường
Bình Dương,74,Tân Uyên,723,Khánh Bình,25921,Phường
Bình Dương,74,Tân Uyên,723,Phú Chánh,25924,Xã
Bình Dương,74,Tân Uyên,723,Bạch Đằng,25930,Xã
Bình Dương,74,Tân Uyên,723,Tân Vĩnh Hiệp,25933,Xã
Bình Dương,74,Tân Uyên,723,Thạnh Phước,25936,Phường
Bình Dương,74,Tân Uyên,723,Thạnh Hội,25937,Xã
Bình Dương,74,Tân Uyên,723,Thái Hòa,25939,Phường
Bình Dương,74,Dĩ An,724,Dĩ An,25942,Phường
Bình Dương,74,Dĩ An,724,Tân Bình,25945,Phường
Bình Dương,74,Dĩ An,724,Tân Đông Hiệp,25948,Phường
Bình Dương,74,Dĩ An,724,Bình An,25951,Phường
Bình Dương,74,Dĩ An,724,Bình Thắng,25954,Phường
Bình Dương,74,Dĩ An,724,Đông Hòa,25957,Phường
Bình Dương,74,Dĩ An,724,An Bình,25960,Phường
Bình Dương,74,Thuận An,725,An Thạnh,25963,Phường
Bình Dương,74,Thuận An,725,Lái Thiêu,25966,Phường
Bình Dương,74,Thuận An,725,Bình Chuẩn,25969,Phường
Bình Dương,74,Thuận An,725,Thuận Giao,25972,Phường
Bình Dương,74,Thuận An,725,An Phú,25975,Phường
Bình Dương,74,Thuận An,725,Hưng Định,25978,Phường
Bình Dương,74,Thuận An,725,An Sơn,25981,Xã
Bình Dương,74,Thuận An,725,Bình Nhâm,25984,Phường
Bình Dương,74,Thuận An,725,Bình Hòa,25987,Phường
Bình Dương,74,Thuận An,725,Vĩnh Phú,25990,Phường
Bình Dương,74,Bắc Tân Uyên,726,Tân Định,25894,Xã
Bình Dương,74,Bắc Tân Uyên,726,Bình Mỹ,25897,Xã
Bình Dương,74,Bắc Tân Uyên,726,Tân Bình,25900,Xã
Bình Dương,74,Bắc Tân Uyên,726,Tân Lập,25903,Xã
Bình Dương,74,Bắc Tân Uyên,726,Tân Thành,25906,Xã
Bình Dương,74,Bắc Tân Uyên,726,Đất Cuốc,25907,Xã
Bình Dương,74,Bắc Tân Uyên,726,Hiếu Liêm,25908,Xã
Bình Dương,74,Bắc Tân Uyên,726,Lạc An,25909,Xã
Bình Dương,74,Bắc Tân Uyên,726,Tân Mỹ,25918,Xã
Bình Dương,74,Bắc Tân Uyên,726,Thường Tân,25927,Xã
Đồng Nai,75,Biên Hòa,731,Trảng Dài,25993,Phường
Đồng Nai,75,Biên Hòa,731,Tân Phong,25996,Phường
Đồng Nai,75,Biên Hòa,731,Tân Biên,25999,Phường
Đồng Nai,75,Biên Hòa,731,Hố Nai,26002,Phường
Đồng Nai,75,Biên Hòa,731,Tân Hòa,26005,Phường
Đồng Nai,75,Biên Hòa,731,Tân Hiệp,26008,Phường
Đồng Nai,75,Biên Hòa,731,Bửu Long,26011,Phường
Đồng Nai,75,Biên Hòa,731,Tân Tiến,26014,Phường
Đồng Nai,75,Biên Hòa,731,Tam Hiệp,26017,Phường
Đồng Nai,75,Biên Hòa,731,Long Bình,26020,Phường
Đồng Nai,75,Biên Hòa,731,Quang Vinh,26023,Phường
Đồng Nai,75,Biên Hòa,731,Tân Mai,26026,Phường
Đồng Nai,75,Biên Hòa,731,Thống Nhất,26029,Phường
Đồng Nai,75,Biên Hòa,731,Trung Dũng,26032,Phường
Đồng Nai,75,Biên Hòa,731,Tam Hòa,26035,Phường
Đồng Nai,75,Biên Hòa,731,Hòa Bình,26038,Phường
Đồng Nai,75,Biên Hòa,731,Quyết Thắng,26041,Phường
Đồng Nai,75,Biên Hòa,731,Thanh Bình,26044,Phường
Đồng Nai,75,Biên Hòa,731,Bình Đa,26047,Phường
Đồng Nai,75,Biên Hòa,731,An Bình,26050,Phường
Đồng Nai,75,Biên Hòa,731,Bửu Hòa,26053,Phường
Đồng Nai,75,Biên Hòa,731,Long Bình Tân,26056,Phường
Đồng Nai,75,Biên Hòa,731,Tân Vạn,26059,Phường
Đồng Nai,75,Biên Hòa,731,Tân Hạnh,26062,Xã
Đồng Nai,75,Biên Hòa,731,Hiệp Hòa,26065,Xã
Đồng Nai,75,Biên Hòa,731,Hóa An,26068,Xã
Đồng Nai,75,Biên Hòa,731,An Hòa,26371,Xã
Đồng Nai,75,Biên Hòa,731,Tam Phước,26374,Xã
Đồng Nai,75,Biên Hòa,731,Phước Tân,26377,Xã
Đồng Nai,75,Biên Hòa,731,Long Hưng,26380,Xã
Đồng Nai,75,Long Khánh,732,Xuân Trung,26071,Phường
Đồng Nai,75,Long Khánh,732,Xuân Thanh,26074,Phường
Đồng Nai,75,Long Khánh,732,Xuân Bình,26077,Phường
Đồng Nai,75,Long Khánh,732,Xuân An,26080,Phường
Đồng Nai,75,Long Khánh,732,Xuân Hòa,26083,Phường
Đồng Nai,75,Long Khánh,732,Phú Bình,26086,Phường
Đồng Nai,75,Long Khánh,732,Bình Lộc,26089,Xã
Đồng Nai,75,Long Khánh,732,Bảo Quang,26092,Xã
Đồng Nai,75,Long Khánh,732,Suối Tre,26095,Xã
Đồng Nai,75,Long Khánh,732,Bảo Vinh,26098,Xã
Đồng Nai,75,Long Khánh,732,Xuân Lập,26101,Xã
Đồng Nai,75,Long Khánh,732,Bàu Sen,26104,Xã
Đồng Nai,75,Long Khánh,732,Bàu Trâm,26107,Xã
Đồng Nai,75,Long Khánh,732,Xuân Tân,26110,Xã
Đồng Nai,75,Long Khánh,732,Hàng Gòn,26113,Xã
Đồng Nai,75,Tân Phú,734,Tân Phú,26116,Thị trấn
Đồng Nai,75,Tân Phú,734,Dak Lua,26119,Xã
Đồng Nai,75,Tân Phú,734,Nam Cát Tiên,26122,Xã
Đồng Nai,75,Tân Phú,734,Phú An,26125,Xã
Đồng Nai,75,Tân Phú,734,Núi Tượng,26128,Xã
Đồng Nai,75,Tân Phú,734,Tà Lài,26131,Xã
Đồng Nai,75,Tân Phú,734,Phú Lập,26134,Xã
Đồng Nai,75,Tân Phú,734,Phú Sơn,26137,Xã
Đồng Nai,75,Tân Phú,734,Phú Thịnh,26140,Xã
Đồng Nai,75,Tân Phú,734,Thanh Sơn,26143,Xã
Đồng Nai,75,Tân Phú,734,Phú Trung,26146,Xã
Đồng Nai,75,Tân Phú,734,Phú Xuân,26149,Xã
Đồng Nai,75,Tân Phú,734,Phú Lộc,26152,Xã
Đồng Nai,75,Tân Phú,734,Phú Lâm,26155,Xã
Đồng Nai,75,Tân Phú,734,Phú Bình,26158,Xã
Đồng Nai,75,Tân Phú,734,Phú Thanh,26161,Xã
Đồng Nai,75,Tân Phú,734,Trà Cổ,26164,Xã
Đồng Nai,75,Tân Phú,734,Phú Điền,26167,Xã
Đồng Nai,75,Vĩnh Cửu,735,Vĩnh An,26170,Thị trấn
Đồng Nai,75,Vĩnh Cửu,735,Phú Lý,26173,Xã
Đồng Nai,75,Vĩnh Cửu,735,Trị An,26176,Xã
Đồng Nai,75,Vĩnh Cửu,735,Tân An,26179,Xã
Đồng Nai,75,Vĩnh Cửu,735,Vĩnh Tân,26182,Xã
Đồng Nai,75,Vĩnh Cửu,735,Bình Lợi,26185,Xã
Đồng Nai,75,Vĩnh Cửu,735,Thạnh Phú,26188,Xã
Đồng Nai,75,Vĩnh Cửu,735,Thiện Tân,26191,Xã
Đồng Nai,75,Vĩnh Cửu,735,Tân Bình,26194,Xã
Đồng Nai,75,Vĩnh Cửu,735,Bình Hòa,26197,Xã
Đồng Nai,75,Vĩnh Cửu,735,Mã Đà,26200,Xã
Đồng Nai,75,Vĩnh Cửu,735,Hiếu Liêm,26203,Xã
Đồng Nai,75,Định Quán,736,Định Quán,26206,Thị trấn
Đồng Nai,75,Định Quán,736,Thanh Sơn,26209,Xã
Đồng Nai,75,Định Quán,736,Phú Tân,26212,Xã
Đồng Nai,75,Định Quán,736,Phú Vinh,26215,Xã
Đồng Nai,75,Định Quán,736,Phú Lợi,26218,Xã
Đồng Nai,75,Định Quán,736,Phú Hòa,26221,Xã
Đồng Nai,75,Định Quán,736,Ngọc Định,26224,Xã
Đồng Nai,75,Định Quán,736,La Ngà,26227,Xã
Đồng Nai,75,Định Quán,736,Gia Canh,26230,Xã
Đồng Nai,75,Định Quán,736,Phú Ngọc,26233,Xã
Đồng Nai,75,Định Quán,736,Phú Cường,26236,Xã
Đồng Nai,75,Định Quán,736,Túc Trưng,26239,Xã
Đồng Nai,75,Định Quán,736,Phú Túc,26242,Xã
Đồng Nai,75,Định Quán,736,Suối Nho,26245,Xã
Đồng Nai,75,Trảng Bom,737,Trảng Bom,26248,Thị trấn
Đồng Nai,75,Trảng Bom,737,Thanh Bình,26251,Xã
Đồng Nai,75,Trảng Bom,737,Cây Gáo,26254,Xã
Đồng Nai,75,Trảng Bom,737,Bàu Hàm,26257,Xã
Đồng Nai,75,Trảng Bom,737,Sông Thao,26260,Xã
Đồng Nai,75,Trảng Bom,737,Sông Trầu,26263,Xã
Đồng Nai,75,Trảng Bom,737,Đông Hòa,26266,Xã
Đồng Nai,75,Trảng Bom,737,Bắc Sơn,26269,Xã
Đồng Nai,75,Trảng Bom,737,Hố Nai 3,26272,Xã
Đồng Nai,75,Trảng Bom,737,Tây Hòa,26275,Xã
Đồng Nai,75,Trảng Bom,737,Bình Minh,26278,Xã
Đồng Nai,75,Trảng Bom,737,Trung Hòa,26281,Xã
Đồng Nai,75,Trảng Bom,737,Đồi 61,26284,Xã
Đồng Nai,75,Trảng Bom,737,Hưng Thịnh,26287,Xã
Đồng Nai,75,Trảng Bom,737,Quảng Tiến,26290,Xã
Đồng Nai,75,Trảng Bom,737,Giang Điền,26293,Xã
Đồng Nai,75,Trảng Bom,737,An Viễn,26296,Xã
Đồng Nai,75,Thống Nhất,738,Gia Tân 1,26299,Xã
Đồng Nai,75,Thống Nhất,738,Gia Tân 2,26302,Xã
Đồng Nai,75,Thống Nhất,738,Gia Tân 3,26305,Xã
Đồng Nai,75,Thống Nhất,738,Gia Kiệm,26308,Xã
Đồng Nai,75,Thống Nhất,738,Quang Trung,26311,Xã
Đồng Nai,75,Thống Nhất,738,Bàu Hàm 2,26314,Xã
Đồng Nai,75,Thống Nhất,738,Hưng Lộc,26317,Xã
Đồng Nai,75,Thống Nhất,738,Lộ 25,26320,Xã
Đồng Nai,75,Thống Nhất,738,Xuân Thiện,26323,Xã
Đồng Nai,75,Thống Nhất,738,Xuân Thạnh,26326,Xã
Đồng Nai,75,Cẩm Mỹ,739,Sông Nhạn,26329,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Quế,26332,Xã
Đồng Nai,75,Cẩm Mỹ,739,Nhân Nghĩa,26335,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Đường,26338,Xã
Đồng Nai,75,Cẩm Mỹ,739,Long Giao,26341,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Mỹ,26344,Xã
Đồng Nai,75,Cẩm Mỹ,739,Thừa Đức,26347,Xã
Đồng Nai,75,Cẩm Mỹ,739,Bảo Bình,26350,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Bảo,26353,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Tây,26356,Xã
Đồng Nai,75,Cẩm Mỹ,739,Xuân Đông,26359,Xã
Đồng Nai,75,Cẩm Mỹ,739,Sông Ray,26362,Xã
Đồng Nai,75,Cẩm Mỹ,739,Lâm San,26365,Xã
Đồng Nai,75,Long Thành,740,Long Thành,26368,Thị trấn
Đồng Nai,75,Long Thành,740,An Phước,26383,Xã
Đồng Nai,75,Long Thành,740,Bình An,26386,Xã
Đồng Nai,75,Long Thành,740,Long Đức,26389,Xã
Đồng Nai,75,Long Thành,740,Lộc An,26392,Xã
Đồng Nai,75,Long Thành,740,Bình Sơn,26395,Xã
Đồng Nai,75,Long Thành,740,Tam An,26398,Xã
Đồng Nai,75,Long Thành,740,Cẩm Đường,26401,Xã
Đồng Nai,75,Long Thành,740,Long An,26404,Xã
Đồng Nai,75,Long Thành,740,Suối Trầu,26407,Xã
Đồng Nai,75,Long Thành,740,Bàu Cạn,26410,Xã
Đồng Nai,75,Long Thành,740,Long Phước,26413,Xã
Đồng Nai,75,Long Thành,740,Phước Bình,26416,Xã
Đồng Nai,75,Long Thành,740,Tân Hiệp,26419,Xã
Đồng Nai,75,Long Thành,740,Phước Thái,26422,Xã
Đồng Nai,75,Xuân Lộc,741,Gia Ray,26425,Thị trấn
Đồng Nai,75,Xuân Lộc,741,Xuân Bắc,26428,Xã
Đồng Nai,75,Xuân Lộc,741,Suối Cao,26431,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Thành,26434,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Thọ,26437,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Trường,26440,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Hòa,26443,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Hưng,26446,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Tâm,26449,Xã
Đồng Nai,75,Xuân Lộc,741,Suối Cát,26452,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Hiệp,26455,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Phú,26458,Xã
Đồng Nai,75,Xuân Lộc,741,Xuân Định,26461,Xã
Đồng Nai,75,Xuân Lộc,741,Bảo Hòa,26464,Xã
Đồng Nai,75,Xuân Lộc,741,Lang Minh,26467,Xã
Đồng Nai,75,Nhơn Trạch,742,Phước Thiền,26470,Xã
Đồng Nai,75,Nhơn Trạch,742,Long Tân,26473,Xã
Đồng Nai,75,Nhơn Trạch,742,Đại Phước,26476,Xã
Đồng Nai,75,Nhơn Trạch,742,Hiệp Phước,26479,Xã
Đồng Nai,75,Nhơn Trạch,742,Phú Hữu,26482,Xã
Đồng Nai,75,Nhơn Trạch,742,Phú Hội,26485,Xã
Đồng Nai,75,Nhơn Trạch,742,Phú Thạnh,26488,Xã
Đồng Nai,75,Nhơn Trạch,742,Phú Đông,26491,Xã
Đồng Nai,75,Nhơn Trạch,742,Long Thọ,26494,Xã
Đồng Nai,75,Nhơn Trạch,742,Vĩnh Thanh,26497,Xã
Đồng Nai,75,Nhơn Trạch,742,Phước Khánh,26500,Xã
Đồng Nai,75,Nhơn Trạch,742,Phước An,26503,Xã
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,1,26506,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,Thắng Tam,26508,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,2,26509,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,3,26512,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,4,26515,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,5,26518,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,Thắng Nhì,26521,Phường
Bà Rịa Vũng Tàu,77,Vũng Tàu,747,7,26524,Phường
